"Colors","CMC","Name","Rarity","Type","Card Kingdom","TCGPlayer","Face to Face","Cardmarket","Cardhoarder","Salt","Decks","Inclusion","Potential Decks"
"B","2","Tainted Pact","rare","Instant","29.99","27.64","32.94","15.43","3.64","1.5922865013774108","151139","151139","4146014"
"U","4","Enduring Curiosity","rare","Creature","13.99","10","13.17","7.07","0.12","0.416289592760181","127173","127173","3489270"
"G,U","2","Neoform","uncommon","Sorcery","1.29","1.25","1.46","0.61","0.03","0.45077720207253885","66362","66362","1824186"
"R,W,B","3","Zurgo Stormrender","mythic","Creature","0.99","1.57","1.46","3.31","undefined","0.2777777777777778","22935","22935","630473"
"G","3","Enchantress's Presence","rare","Enchantment","2.29","1.43","1.82","0.61","0.02","0.4780058651026393","137222","137222","3772297"
"G","7","Old Gnawbone","mythic","Creature","54.99","48.85","58.56","42.75","0.03","1.3544474393530987","137198","137198","3772297"
"R","6","Hellkite Tyrant","rare","Creature","2.79","2.02","3.65","1.85","0.02","1.0442477876106204","147868","147868","4068867"
"R,W","3","Sunforger","rare","Artifact","3.99","3.91","3.65","1.08","0.02","0.5071770334928232","68933","68933","1898441"
"R","2","Return the Favor","uncommon","Instant","4.49","2.59","4.39","2.08","0.03","0.3047337278106507","145232","145232","4002893"
"B","1","Kaya's Ghostform","common","Enchantment","1.99","1.69","2.19","1.03","0.03","0.20867208672086723","150155","150155","4146014"
"U","2","Resculpt","common","Instant","0.79","0.35","0.72","0.29","0.03","0.22316384180790957","145736","145736","4028755"
"W","1","Sigarda's Aid","rare","Enchantment","22.99","17.09","21.96","11.04","0.02","0.6605263157894737","137284","137284","3798857"
"U","4","High Fae Trickster","rare","Creature","19.99","12.99","19.03","8.34","0.02","0.3724137931034483","117876","117876","3270260"
"G,U","4","Eureka Moment","common","Instant","0.35","0.25","0.36","0.1","0.03","0.18518518518518517","65748","65748","1824186"
"U","1","Serum Visions","uncommon","Sorcery","1.29","0.74","1.09","0.5","0.03","0.10216718266253866","145093","145093","4028755"
"G","3","Setessan Champion","rare","Creature","7.49","4.36","7.31","2.55","0.02","0.24489795918367338","135771","135771","3772297"
"B,G","3","Morcant's Loyalist","uncommon","Creature","0.35","0.32","0.36","0.22","0.02","0","12262","12262","340921"
"W","3","Archaeomancer's Map","rare","Artifact","4.49","2.69","4.39","2.41","6.67","0.23008849557522115","136299","136299","3798857"
"W","3","Mirror Entity","rare","Creature","1.29","0.74","1.09","0.39","0.02","0.43526170798898073","136297","136297","3798857"
"B","3","Murder","common","Instant","0.35","0.15","0.21","0.03","0.01","0.1648936170212766","148749","148749","4146014"
"G","3","Earthbender Ascension","rare","Enchantment","4.99","3.1","0.72","2.88","0.28","0","41341","41341","1152383"
"U","2","Curse of the Swine","rare","Sorcery","0.49","0.26","0.36","0.18","0.02","0.39031339031339024","144281","144281","4028755"
"R,W,B","4","Dihada, Binder of Wills","mythic","Planeswalker","12.99","15.36","13.9","13.2","6.92","0.6785714285714285","33195","33195","927141"
"W,U,B","4","Zur the Enchanter","rare","Creature","1.29","1","0.72","0.47","0.02","1.1627486437613022","35980","35980","1005205"
"U","2","Narset's Reversal","rare","Instant","4.49","3","3.65","1.94","0.02","0.6021505376344088","144197","144197","4028755"
"U","1","Dispel","common","Instant","0.59","0.37","0.36","0.3","0.03","0.33237822349570206","144113","144113","4028755"
"R","8","City on Fire","rare","Enchantment","14.99","12","13.17","4.83","0.02","0.6627218934911239","145489","145489","4068867"
"G","2","Herd Heirloom","rare","Artifact","5.99","3.54","5.85","2.95","0.02","0.17647058823529413","87652","87652","2453177"
"R","2","Coruscation Mage","uncommon","Creature","2.49","1.09","2.92","1.65","0.03","0.28000000000000014","132194","132194","3700973"
"B","2","Reassembling Skeleton","uncommon","Creature","0.35","0.25","0.21","0.11","0.03","0.18289085545722708","148042","148042","4146014"
"R,G,W,U","4","Aragorn, the Uniter","mythic","Creature","7.49","5.74","6.58","4.75","0.02","0.7543859649122807","21305","21305","597132"
"B","3","Fleshbag Marauder","common","Creature","0.39","0.25","0.36","0.09","0.03","0.5198776758409785","147780","147780","4146014"
"U","4","Reconnaissance Mission","uncommon","Enchantment","2.99","1.54","2.92","1.32","0.03","0.1490683229813665","143540","143540","4028755"
"R,G","3","Bitter Work","uncommon","Enchantment","0.35","0.28","0.36","0.18","0.03","0","19954","19954","560394"
"B,G","4","Jarad, Golgari Lich Lord","mythic","Creature","1.49","0.63","1.46","0.94","0.02","0.2865168539325844","61519","61519","1730512"
"G,U","7","Koma, World-Eater","rare","Creature","1.99","1","1.82","0.44","0.02","0.767441860465116","52622","52622","1480728"
"","3","Whispersilk Cloak","uncommon","Artifact","3.99","2.56","3.65","1.07","0.02","0.4391891891891892","289591","289591","8148845"
"U,R,W","4","Kykar, Wind's Fury","rare","Creature","0.79","0.49","0.72","0.42","0.02","0.5660377358490566","32513","32513","915471"
"","3","Urza's Incubator","rare","Artifact","27.99","24.16","25.62","15.8","0.02","0.5188571428571426","289332","289332","8148845"
"","1","The Ozolith","rare","Artifact","64.99","59.33","58.56","28.47","0.02","0.8640449438202249","288900","288900","8148845"
"G","3","Wayward Swordtooth","rare","Creature","4.99","2.6","3.65","2.51","0.02","0.33908045977011525","133616","133616","3772297"
"W,B,G","4","Thalia and The Gitrog Monster","mythic","Creature","5.99","4.82","5.85","2.85","0.02","1.0108892921960093","29389","29389","830445"
"U","3","Sai, Master Thopterist","rare","Creature","0.79","0.35","0.72","0.34","0.02","0.23743016759776533","142525","142525","4028755"
"","3","Phyrexian Altar","rare","Artifact","49.99","49.99","47.58","28.77","5.83","1.260194174757281","288214","288214","8148845"
"U","1","High Tide","uncommon","Instant","1.29","0.79","1.09","0.89","0.04","0.6779141104294477","142445","142445","4028755"
"R,W","5","Assemble the Legion","rare","Enchantment","0.59","0.31","0.55","0.2","0.02","0.1715686274509805","67075","67075","1898441"
"W","8","Vanquish the Horde","rare","Sorcery","0.49","0.36","0.55","0.24","0.02","0.3905325443786982","134060","134060","3798857"
"U","2","Thrummingbird","uncommon","Creature","0.35","0.25","0.36","0.08","0.02","0.22485207100591725","142118","142118","4028755"
"G","4","Wilderness Reclamation","uncommon","Enchantment","1.49","0.73","1.46","0.77","0.03","0.7449856733524355","133041","133041","3772297"
"R","3","Krenko, Tin Street Kingpin","rare","Creature","5.49","2.3","4.39","1.22","0.02","0.4226190476190477","143499","143499","4068867"
"G,W,U","3","Katara, the Fearless","rare","Creature","0.59","1.11","0.72","0.52","0.02","0","15715","15715","446239"
"U","3","Narset, Parter of Veils","uncommon","Planeswalker","1.99","1.07","1.82","0.65","0.03","2.0081190798376176","141833","141833","4028755"
"W,U,B,R,G","5","Sliver Gravemother","mythic","Creature","14.99","19.99","13.9","15.87","1.66","1.1147540983606548","18999","18999","539948"
"W","9","Dusk // Dawn","rare","Sorcery","0.49","0.25","0.36","0.2","0.02","0.33791208791208754","133668","133668","3798857"
"W","3","Eerie Interlude","rare","Instant","10.99","6.78","10.24","4.7","0.02","0.3743169398907105","133603","133603","3798857"
"G","3","Managorger Hydra","rare","Creature","1.29","0.68","1.09","0.84","0.02","0.47554347826086957","132491","132491","3772297"
"W","3","Delney, Streetwise Lookout","mythic","Creature","42.99","40.17","40.26","23.67","0.02","0.810810810810811","133409","133409","3798857"
"R","6","Fiery Emancipation","mythic","Enchantment","22.99","16.42","20.49","10.11","0.02","0.7881355932203393","142735","142735","4068867"
"G,W","2","Conclave Mentor","uncommon","Creature","1.29","0.4","1.46","0.25","0.03","0.13065326633165833","60775","60775","1735178"
"","2","Blackblade Reforged","rare","Artifact","3.99","2.96","3.65","0.85","0.02","0.3616071428571431","285389","285389","8148845"
"G","1","Burgeoning","rare","Enchantment","34.99","30.22","32.94","19.41","9.54","0.9897330595482547","131876","131876","3772297"
"G,U,R","4","Omnath, Locus of the Roil","mythic","Creature","0.99","0.43","1.09","0.95","0.03","0.4444444444444444","31177","31177","891889"
"B","5","Bloodthirsty Conqueror","mythic","Creature","44.99","40.26","40.26","27.16","0.06","1.3103448275862077","117814","117814","3377056"
"R","3","Electro, Assaulting Battery","rare","Creature","7.99","5.72","5.12","4.08","0.14","0.8557692307692307","58313","58313","1674818"
"U","2","Brain Freeze","uncommon","Instant","9.49","8.92","9.51","4.65","0.03","1.0171306209850102","140213","140213","4028755"
"U","2","Ledger Shredder","rare","Creature","11.99","7.75","10.97","6.72","0.17","0.5414201183431959","140194","140194","4028755"
"R","2","Dragon Tempest","uncommon","Enchantment","3.49","2.29","2.92","2.32","0.02","0.5253731343283581","141329","141329","4068867"
"B","1","Tragic Slip","common","Instant","0.49","0.2","0.36","0.14","0.03","0.1761363636363636","143939","143939","4146014"
"B","1","Demonic Consultation","uncommon","Instant","8.49","8.69","8.78","8.56","0.76","1.8160919540229887","143903","143903","4146014"
"B","7","Breach the Multiverse","rare","Sorcery","11.99","7.2","11.71","5.28","0.02","0.7831578947368424","143738","143738","4146014"
"W,B","5","Liesa, Forgotten Archangel","rare","Creature","1.29","0.8","1.46","0.75","0.02","0.5340909090909085","64242","64242","1853973"
"B,G,U","3","Awaken the Honored Dead","rare","Enchantment","0.99","0.5","1.09","0.33","0.02","0.23853211009174313","21357","21357","617896"
"G","3","Elvish Archdruid","rare","Creature","1.29","0.54","1.46","0.49","0.02","0.48877805486284304","130346","130346","3772297"
"B","3","Nadier's Nightblade","uncommon","Creature","0.39","0.25","0.36","0.13","0.03","0.35190615835777117","143095","143095","4146014"
"B,R","2","Juri, Master of the Revue","uncommon","Creature","0.35","0.25","0.36","0.14","0.04","0.1853932584269663","65569","65569","1902006"
"B","4","Bloodletter of Aclazotz","mythic","Creature","34.99","31.25","32.94","22.69","1.08","1.0909090909090913","142846","142846","4146014"
"U","4","Wonder","uncommon","Creature","1.99","1.44","2.19","1.03","0.02","0.4653739612188366","138769","138769","4028755"
"G","8","Last March of the Ents","mythic","Sorcery","39.99","31.25","40.26","19.78","0.02","0.9288793103448276","129858","129858","3772297"
"G,U","4","Arixmethes, Slumbering Isle","rare","Creature","0.99","0.5","1.09","0.58","0.02","0.3155080213903743","62641","62641","1824186"
"W","5","Karmic Guide","rare","Creature","1.99","1.05","1.46","0.45","0.02","0.3461538461538464","130381","130381","3798857"
"R","4","Mizzix's Mastery","rare","Sorcery","4.49","1.95","3.65","1.6","0.02","0.6480938416422286","139437","139437","4068867"
"R,W","7","Wake the Past","rare","Sorcery","0.49","0.27","0.55","0.28","0.28","0.25","64890","64890","1898441"
"R,W","3","Akiri, Fearless Voyager","uncommon","Creature","1.29","0.76","1.09","0.59","0.02","0.09473684210526313","64816","64816","1898441"
"W,U","4","Grand Arbiter Augustin IV","rare","Creature","17.99","16.31","15.37","4.96","0.02","2.5782537067545293","63509","63509","1860951"
"","5","Vanquisher's Banner","rare","Artifact","6.49","4.66","5.85","4.19","0.02","0.2579505300353356","277944","277944","8148845"
"B","4","Snuff Out","common","Instant","6.49","5","7.31","5.51","12.79","0.58974358974359","141375","141375","4146014"
"","1","Shadowspear","rare","Artifact","57.99","43.31","58.56","22.27","0.55","0.7505910165484633","277804","277804","8148845"
"B,G,U","4","Sidisi, Brood Tyrant","rare","Creature","1.99","1.25","1.82","0.67","0.02","0.368421052631579","31285","31285","917804"
"G","3","Evolution Witness","common","Creature","1.49","0.29","0.72","0.21","0.03","0.2724637681159418","121814","121814","3577592"
"W","3","Tocasia's Welcome","rare","Enchantment","3.49","2.34","3.65","2.12","0.02","0.20364741641337394","129268","129268","3798857"
"B","4","Grim Hireling","rare","Creature","23.99","18","25.62","13.79","7.12","0.49999999999999983","141044","141044","4146014"
"B","3","Ophiomancer","rare","Creature","1.79","1","2.19","0.83","0.02","0.32884097035040455","140810","140810","4146014"
"G,W","3","Selvala, Explorer Returned","rare","Creature","0.49","0.28","0.36","0.16","0.02","0.2651933701657459","58852","58852","1735178"
"R,G","5","Escape to the Wilds","rare","Sorcery","0.49","0.28","0.36","0.17","0.02","0.1676300578034682","60606","60606","1788871"
"W,U,B,R,G","5","Scion of the Ur-Dragon","rare","Creature","9.99","9.5","10.97","3.54","0.02","0.9186046511627907","18281","18281","539948"
"U,B","5","Fallen Shinobi","rare","Creature","9.99","9.24","9.51","3.19","0.02","0.48437500000000006","68764","68764","2034408"
"R","3","Descent into Avernus","rare","Enchantment","19.99","12.56","19.03","6.72","13.17","0.6005509641873286","137376","137376","4068867"
"","2","Ruby Medallion","rare","Artifact","17.99","12.16","16.1","8.26","0.29","0.2756097560975609","275053","275053","8148845"
"R,G","2","Hull Breach","common","Sorcery","1.79","1.15","1.46","0.84","0.04","0.1314285714285715","60347","60347","1788871"
"R,W,B","3","Jan Jansen, Chaos Crafter","rare","Creature","0.69","0.35","0.55","0.23","3.13","0.21739130434782616","31253","31253","927141"
"U","4","Thopter Spy Network","rare","Enchantment","0.79","0.43","0.72","0.3","0.02","0.16208791208791223","135794","135794","4028755"
"U","1","Chain of Vapor","uncommon","Instant","17.99","13.66","18.3","8.63","0.24","0.46327683615819193","135724","135724","4028755"
"B,G","3","Tyvar, Jubilant Brawler","rare","Planeswalker","1.99","1.21","1.46","1.14","0.02","0.3544973544973545","58246","58246","1730512"
"G,U","5","Urban Evolution","uncommon","Sorcery","0.35","0.25","0.36","0.06","0.03","0.15763546798029562","61339","61339","1824186"
"W","5","Exalted Sunborn","mythic","Creature","21.99","17.93","22.69","13.48","0.56","0.5391304347826082","62896","62896","1871539"
"G","2","Bristly Bill, Spine Sower","mythic","Creature","54.99","46.54","51.24","30.54","4.35","0.9581005586592175","124405","124405","3717075"
"G","1","Exploration Broodship","rare","Artifact","4.99","3.01","4.39","3.14","4.94","0.3157894736842105","61115","61115","1827270"
"B,R","6","Ozai, the Phoenix King","mythic","Creature","7.49","6","6.58","4.16","0.02","0","21067","21067","630011"
"W","7","Hour of Reckoning","rare","Sorcery","0.59","0.25","0.55","0.2","0.02","0.4","126792","126792","3798857"
"W","1","Serra Ascendant","rare","Creature","29.99","33.4","32.94","19.87","0.02","1.321668909825033","126785","126785","3798857"
"G","2","Fertile Ground","common","Enchantment","0.35","0.29","0.36","0.14","0.03","0.14534883720930244","125826","125826","3772297"
"U","5","Peregrine Drake","common","Creature","0.59","0.31","0.36","0.18","0.04","0.8565656565656563","134245","134245","4028755"
"U","4","Padeem, Consul of Innovation","uncommon","Creature","2.49","1.45","2.92","0.8","0.02","0.31700288184438064","134009","134009","4028755"
"G","7","Nyxbloom Ancient","mythic","Creature","34.99","30.28","32.94","15.97","0.02","1.2452830188679258","125149","125149","3772297"
"R","4","Disrupt Decorum","rare","Sorcery","3.99","2.82","4.39","0.81","5.27","0.6204986149584495","134824","134824","4068867"
"B","4","Yawgmoth, Thran Physician","mythic","Creature","44.99","39.97","43.92","21.99","2.49","1.1506024096385539","137352","137352","4146014"
"B","3","Ayara, First of Locthwain","rare","Creature","10.99","7","10.24","3.85","0.02","0.40540540540540543","137293","137293","4146014"
"U,R","4","Ral, Crackling Wit","mythic","Planeswalker","21.99","14.19","20.49","15.97","1.18","0.5803571428571426","57672","57672","1742242"
"R,G","2","Artifact Mutation","rare","Instant","3.49","2","3.65","0.8","0.67","0.17258883248730963","59206","59206","1788871"
"U","1","Strix Serenade","rare","Instant","4.99","3.12","4.39","3.39","0.02","0.45871559633027525","126433","126433","3820371"
"R,W,B","4","Caesar, Legion's Emperor","mythic","Creature","3.49","3.31","2.56","6.57","undefined","0.4824561403508771","30659","30659","927141"
"R","4","Solphim, Mayhem Dominus","mythic","Creature","34.99","26.85","32.94","16.6","0.02","0.6890756302521007","134354","134354","4068867"
"U,B,R","5","In the Darkness Bind Them","rare","Enchantment","1.49","1.04","1.46","1.64","2.79","0.44999999999999996","32123","32123","972915"
